Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy
2023-11-03,3,November,2023,38,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,186,169,355,Small,Blue,Plastic,3 Years,Manufacturer D,2,5.34,6,28,True,84.41,UPS,Express,,30 Days
2023-10-19,19,October,2023,46,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,13,14,27,Large,White,Steel,3 Years,Manufacturer D,4,6.18,2,25,False,79.55,UPS,Next Day,,7 Days
2023-04-21,21,April,2023,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,Small,Black,Aluminum,3 Years,Manufacturer A,2,12.74,4,28,False,34.68,UPS,Standard,Basic,60 Days
2023-09-01,1,September,2023,29,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506,Small,Black,Steel,3 Years,Manufacturer D,1,12.54,1,11,True,89.82,GLS,Same Day,Basic,60 Days
2023-06-10,10,June,2023,30,Young Adults (25-34),M,Germany,Saarland,Accessories,Fenders,Fender Set - Mountain,23,8,22,231,184,415,Medium,Red,Steel,2 Years,Manufacturer B,4,2.24,1,26,False,52.57,UPS,Next Day,Basic,7 Days
2023-06-19,19,June,2023,54,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,318,420,738,Extra Large,Black,Carbon Fiber,3 Years,Manufacturer D,5,11.94,2,0,False,77.41,GLS,Same Day,,30 Days
2023-07-15,15,July,2023,36,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4,Extra Large,White,Aluminum,Lifetime,Manufacturer D,5,6.98,2,8,False,18.4,GLS,Standard,Premium,60 Days
2023-04-30,30,April,2023,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,22,16,38,Medium,Blue,Plastic,3 Years,Manufacturer A,3,8.88,7,21,False,56.67,Posti,Express,Premium,7 Days
2023-06-23,23,June,2023,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918,Extra Large,Blue,Plastic,Lifetime,Manufacturer A,5,14.07,8,23,False,88.39,FedEx,Same Day,,60 Days
2023-06-08,8,June,2023,34,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,997,1252,2249,Large,Red,Carbon Fiber,3 Years,Manufacturer D,4,3.44,7,15,True,55.94,UPS,Same Day,,No Return
2023-09-23,23,September,2023,28,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,25,9,25,319,225,544,Medium,Red,Steel,2 Years,Manufacturer D,1,6.39,5,27,False,17.24,FedEx,Same Day,Premium,7 Days
2023-04-28,28,April,2023,29,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",3,420,769,747,1260,2007,Medium,Red,Carbon Fiber,1 Year,Manufacturer A,1,1.46,3,5,False,60.03,GLS,Same Day,Premium,30 Days
2023-09-11,11,September,2023,45,Adults (35-64),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",1,1912,3400,1454,1912,3366,Medium,White,Carbon Fiber,Lifetime,Manufacturer C,4,12.1,4,5,True,44.45,Posti,Next Day,,30 Days
2023-07-14,14,July,2023,50,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,584,1083,1667,Extra Large,White,Aluminum,Lifetime,Manufacturer D,4,10.21,1,11,False,38.07,GLS,Same Day,Premium,No Return
2023-08-22,22,August,2023,44,Adults (35-64),F,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,22,25,47,Small,Black,Carbon Fiber,3 Years,Manufacturer D,1,8.19,4,5,True,27.93,FedEx,Standard,,No Return
2023-10-23,23,October,2023,22,Youth (<25),F,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,24,3,8,118,72,190,Medium,Black,Plastic,1 Year,Manufacturer C,1,14.57,8,1,False,42.84,UPS,Next Day,,7 Days
2023-07-09,9,July,2023,23,Youth (<25),M,Australia,Victoria,Clothing,Socks,"Racing Socks, M",12,3,9,49,36,85,Extra Large,Blue,Steel,1 Year,Manufacturer A,2,12.8,4,11,False,21.56,UPS,Same Day,Basic,No Return
2023-05-01,1,May,2023,54,Adults (35-64),M,United States,California,Clothing,Vests,"Classic Vest, S",10,24,64,387,240,627,Medium,Red,Aluminum,Lifetime,Manufacturer C,1,4.87,2,29,True,71.76,FedEx,Standard,Basic,No Return
2023-01-25,25,January,2023,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,9,3,9,51,27,78,Medium,Black,Aluminum,2 Years,Manufacturer A,1,5.82,8,8,True,6.64,DHL,Next Day,Basic,No Return
2023-02-01,1,February,2023,28,Young Adults (25-34),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,147,461,608,Small,White,Plastic,2 Years,Manufacturer A,5,3.26,3,3,False,76.22,FedEx,Standard,,7 Days
2023-07-14,14,July,2023,50,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,107,65,172,Large,White,Steel,Lifetime,Manufacturer A,4,14.54,6,26,True,16.79,FedEx,Express,Premium,No Return
2023-05-28,28,May,2023,32,Young Adults (25-34),M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,55,52,107,Small,Black,Carbon Fiber,Lifetime,Manufacturer B,5,6.83,6,20,False,83.47,Posti,Same Day,,7 Days
2023-06-13,13,June,2023,36,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,5,8,13,Small,Red,Steel,Lifetime,Manufacturer D,4,13.13,7,12,False,30.24,GLS,Standard,,60 Days
2023-04-15,15,April,2023,28,Young Adults (25-34),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,3,8,22,27,24,51,Small,Black,Carbon Fiber,1 Year,Manufacturer A,2,12.31,7,23,False,12.52,UPS,Same Day,Premium,No Return
2023-06-17,17,June,2023,29,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,425,377,802,Extra Large,Blue,Aluminum,1 Year,Manufacturer A,1,6.54,6,5,False,14.44,GLS,Standard,Premium,7 Days
2023-12-17,17,December,2023,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,24,11,29,265,264,529,Medium,Red,Steel,2 Years,Manufacturer D,3,1.38,9,9,False,84.63,GLS,Next Day,Basic,7 Days
2023-04-16,16,April,2023,34,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-650 Red, 48",1,487,783,186,487,673,Small,Black,Plastic,Lifetime,Manufacturer A,5,3.83,7,20,True,21.27,FedEx,Same Day,,30 Days
2023-12-14,14,December,2023,38,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,683,1266,1949,Medium,White,Carbon Fiber,1 Year,Manufacturer A,1,5.37,8,8,True,33.22,GLS,Standard,,30 Days
2023-01-29,29,January,2023,45,Adults (35-64),F,Germany,Hamburg,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,313,208,521,Large,Blue,Plastic,2 Years,Manufacturer C,1,4.02,4,4,False,33.5,GLS,Next Day,Premium,7 Days
2023-12-02,2,December,2023,47,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",1,38,50,12,38,50,Extra Large,Green,Carbon Fiber,Lifetime,Manufacturer D,3,7.18,2,3,True,34.48,GLS,Standard,Basic,7 Days
2023-12-24,24,December,2023,32,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,67,48,115,Medium,Red,Steel,Lifetime,Manufacturer C,2,11.71,4,14,False,52.92,DHL,Express,,7 Days
2023-04-09,9,April,2023,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,318,420,738,Large,White,Plastic,Lifetime,Manufacturer C,5,9.71,9,18,False,22.25,FedEx,Same Day,Basic,60 Days
2023-12-27,27,December,2023,23,Youth (<25),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",24,9,24,354,216,570,Large,Black,Carbon Fiber,3 Years,Manufacturer A,4,8.31,7,5,False,74.34,Posti,Standard,Basic,60 Days
2023-11-24,24,November,2023,54,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,2015,2532,4547,Medium,Black,Aluminum,Lifetime,Manufacturer D,1,5.61,7,6,False,30.86,DHL,Standard,,30 Days
2023-06-03,3,June,2023,57,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,14,8,22,190,112,302,Small,Red,Aluminum,Lifetime,Manufacturer D,4,7.3,2,22,False,96.91,Posti,Next Day,,7 Days
2023-02-20,20,February,2023,38,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272,Large,Red,Plastic,1 Year,Manufacturer B,3,3.28,5,10,False,13.52,FedEx,Same Day,Premium,No Return
2023-12-19,19,December,2023,38,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,80,54,134,Small,White,Steel,1 Year,Manufacturer B,2,6.54,7,4,False,48.95,GLS,Same Day,,60 Days
2023-06-25,25,June,2023,43,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,227,169,396,Small,Green,Carbon Fiber,1 Year,Manufacturer C,3,9.8,8,1,False,73.04,UPS,Standard,Basic,No Return
2023-10-08,8,October,2023,34,Young Adults (25-34),M,Australia,Queensland,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,266,755,1021,Extra Large,Green,Plastic,Lifetime,Manufacturer D,3,12.05,6,0,True,41.33,DHL,Next Day,,60 Days
2023-08-30,30,August,2023,19,Youth (<25),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,11,19,30,Medium,Blue,Steel,1 Year,Manufacturer C,2,2.97,7,19,True,75.97,DHL,Next Day,,No Return
2023-09-14,14,September,2023,44,Adults (35-64),F,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,25,3,8,117,75,192,Medium,Black,Plastic,1 Year,Manufacturer B,3,8.65,6,11,True,24.46,DHL,Express,,30 Days
2023-03-14,14,March,2023,23,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",4,344,540,438,1376,1814,Large,White,Plastic,Lifetime,Manufacturer C,5,9.49,2,27,True,27.67,Posti,Standard,,60 Days
2023-06-07,7,June,2023,44,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1260,2504,3764,Large,White,Carbon Fiber,2 Years,Manufacturer C,2,11.27,3,20,True,42.53,FedEx,Same Day,Premium,30 Days
2023-05-27,27,May,2023,18,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8,Extra Large,Red,Carbon Fiber,1 Year,Manufacturer A,2,5.17,3,21,False,61.43,Posti,Standard,Basic,30 Days
2023-12-17,17,December,2023,35,Adults (35-64),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,28,9,25,399,252,651,Medium,Green,Aluminum,3 Years,Manufacturer D,3,5.9,8,20,True,88.12,DHL,Standard,Basic,60 Days
2023-01-24,24,January,2023,45,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,LL Mountain Tire,27,9,25,338,243,581,Extra Large,White,Steel,2 Years,Manufacturer C,2,14.42,8,16,False,6.97,DHL,Standard,,No Return
2023-03-30,30,March,2023,45,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,30,20,50,Small,Blue,Plastic,1 Year,Manufacturer B,5,1.25,4,0,True,67.39,Posti,Express,,7 Days
2023-06-05,5,June,2023,54,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,36,38,74,Small,White,Aluminum,2 Years,Manufacturer A,1,12.0,7,13,False,34.9,DHL,Next Day,,No Return
2023-07-22,22,July,2023,21,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,43,26,69,Medium,Green,Steel,3 Years,Manufacturer D,3,5.61,2,10,False,99.03,DHL,Same Day,Basic,No Return
2023-10-26,26,October,2023,23,Youth (<25),F,Australia,South Australia,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,122,99,221,Small,White,Plastic,2 Years,Manufacturer A,3,7.62,6,5,True,30.53,DHL,Express,Basic,30 Days
2023-10-17,17,October,2023,40,Adults (35-64),M,France,Seine Saint Denis,Accessories,Fenders,Fender Set - Mountain,4,8,22,40,32,72,Medium,White,Plastic,2 Years,Manufacturer C,2,3.27,4,16,True,16.86,UPS,Next Day,Premium,No Return
2023-09-27,27,September,2023,46,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,238,143,381,Small,White,Plastic,3 Years,Manufacturer C,5,8.92,8,29,False,50.99,DHL,Standard,,60 Days
2023-03-13,13,March,2023,37,Adults (35-64),M,Germany,Hessen,Accessories,Tires and Tubes,LL Mountain Tire,1,9,25,14,9,23,Extra Large,White,Steel,2 Years,Manufacturer D,3,7.7,1,25,True,50.89,FedEx,Same Day,,7 Days
2023-02-17,17,February,2023,45,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,412,260,672,Large,Black,Plastic,Lifetime,Manufacturer C,5,6.23,7,8,False,40.09,UPS,Next Day,,30 Days
2023-05-03,3,May,2023,52,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,997,1252,2249,Extra Large,Green,Carbon Fiber,2 Years,Manufacturer C,1,9.93,6,10,False,71.38,DHL,Same Day,,30 Days
2023-02-09,9,February,2023,36,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,474,299,773,Small,Green,Steel,1 Year,Manufacturer A,3,3.81,3,20,False,76.8,Posti,Express,Basic,7 Days
2023-06-21,21,June,2023,32,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",16,38,50,184,608,792,Medium,Red,Plastic,1 Year,Manufacturer B,5,6.97,5,16,False,89.06,UPS,Next Day,Premium,30 Days
2023-05-04,4,May,2023,31,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Clothing,Gloves,"Half-Finger Gloves, S",26,9,24,309,234,543,Small,Green,Carbon Fiber,Lifetime,Manufacturer D,3,9.93,7,12,True,10.68,FedEx,Same Day,Premium,30 Days
2023-08-14,14,August,2023,29,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,84,58,142,Small,Blue,Steel,3 Years,Manufacturer C,5,5.88,5,9,False,84.27,DHL,Next Day,,No Return
2023-03-20,20,March,2023,23,Youth (<25),M,Germany,Hamburg,Accessories,Tires and Tubes,LL Mountain Tire,6,9,25,86,54,140,Extra Large,Blue,Plastic,1 Year,Manufacturer A,1,0.86,5,25,True,18.69,DHL,Express,,7 Days
2023-07-08,8,July,2023,31,Young Adults (25-34),F,United States,California,Accessories,Fenders,Fender Set - Mountain,4,8,22,54,32,86,Extra Large,Black,Aluminum,2 Years,Manufacturer B,4,14.91,7,4,True,49.89,FedEx,Same Day,Premium,No Return
2023-09-15,15,September,2023,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5,Extra Large,Red,Steel,3 Years,Manufacturer D,4,9.9,7,10,False,12.99,Posti,Same Day,Basic,60 Days
2023-01-05,5,January,2023,23,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,19,20,39,Small,Black,Plastic,Lifetime,Manufacturer B,1,3.01,9,10,False,71.47,GLS,Next Day,Premium,60 Days
2023-04-10,10,April,2023,41,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57,Medium,Red,Aluminum,1 Year,Manufacturer B,3,2.69,1,18,True,62.25,FedEx,Next Day,Premium,60 Days
2023-05-14,14,May,2023,27,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,368,221,589,Large,Red,Aluminum,Lifetime,Manufacturer C,1,2.62,5,20,True,9.62,DHL,Express,,60 Days
2023-05-17,17,May,2023,27,Young Adults (25-34),M,Germany,Hamburg,Accessories,Bike Racks,Hitch Rack - 4-Bike,14,45,120,932,630,1562,Small,White,Steel,2 Years,Manufacturer D,4,5.73,1,18,False,13.93,GLS,Next Day,Premium,No Return
2023-11-26,26,November,2023,39,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,807,1482,2289,Small,Red,Carbon Fiber,Lifetime,Manufacturer A,4,4.21,6,16,False,92.3,Posti,Next Day,Premium,7 Days
2023-09-06,6,September,2023,41,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,14,14,28,Extra Large,Green,Aluminum,3 Years,Manufacturer C,1,2.81,5,23,True,40.1,UPS,Standard,Basic,7 Days
2023-12-26,26,December,2023,40,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,86,63,149,Small,Red,Plastic,1 Year,Manufacturer B,2,13.86,3,26,True,75.85,FedEx,Standard,Basic,60 Days
2023-11-14,14,November,2023,20,Youth (<25),F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,18,8,22,165,144,309,Small,Red,Steel,2 Years,Manufacturer B,1,11.94,1,10,False,45.33,FedEx,Same Day,Basic,7 Days
2023-09-12,12,September,2023,30,Young Adults (25-34),M,France,Nord,Accessories,Tires and Tubes,Touring Tire,27,11,29,384,297,681,Small,Green,Plastic,2 Years,Manufacturer A,5,13.74,1,6,False,27.68,DHL,Express,Basic,30 Days
2023-03-13,13,March,2023,23,Youth (<25),F,France,Hauts de Seine,Accessories,Hydration Packs,Hydration Pack - 70 oz.,1,21,55,30,21,51,Medium,Black,Aluminum,2 Years,Manufacturer B,3,13.09,3,13,True,7.24,FedEx,Same Day,Premium,7 Days
2023-11-14,14,November,2023,45,Adults (35-64),M,Germany,Saarland,Clothing,Gloves,"Half-Finger Gloves, S",18,9,24,192,162,354,Medium,Red,Plastic,3 Years,Manufacturer A,3,9.27,4,19,True,20.02,Posti,Standard,Basic,No Return
2023-09-14,14,September,2023,44,Adults (35-64),F,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,25,3,8,117,75,192,Medium,Black,Plastic,1 Year,Manufacturer B,3,8.65,6,11,True,24.46,DHL,Express,,30 Days
2023-11-19,19,November,2023,21,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247,Extra Large,Green,Plastic,Lifetime,Manufacturer C,3,12.36,6,8,False,37.47,FedEx,Next Day,Premium,30 Days
2023-07-07,7,July,2023,33,Young Adults (25-34),F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,14,8,22,128,112,240,Large,White,Aluminum,2 Years,Manufacturer D,5,3.34,3,4,False,50.68,GLS,Same Day,Basic,No Return
2023-03-22,22,March,2023,31,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,567,1266,1833,Extra Large,Red,Carbon Fiber,1 Year,Manufacturer A,4,7.48,7,5,True,69.64,UPS,Standard,,7 Days
2023-10-01,1,October,2023,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,31,22,53,Extra Large,Green,Carbon Fiber,Lifetime,Manufacturer C,2,6.66,4,20,True,17.53,DHL,Next Day,Basic,No Return
2023-05-01,1,May,2023,48,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24,Medium,Red,Aluminum,1 Year,Manufacturer C,3,0.65,1,27,False,76.84,UPS,Same Day,,60 Days
2023-02-12,12,February,2023,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,46,48,94,Large,Blue,Plastic,1 Year,Manufacturer C,3,10.37,9,9,False,32.81,DHL,Express,,60 Days
2023-12-02,2,December,2023,59,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14,Large,White,Steel,Lifetime,Manufacturer D,1,9.1,9,12,False,26.38,GLS,Standard,Premium,60 Days
2023-06-25,25,June,2023,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,94,78,172,Large,Black,Steel,2 Years,Manufacturer D,2,5.75,5,23,False,41.12,FedEx,Express,Premium,60 Days
2023-04-22,22,April,2023,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742,251,461,712,Extra Large,Blue,Steel,2 Years,Manufacturer D,2,4.57,7,25,False,69.12,Posti,Same Day,Premium,7 Days
2023-10-04,4,October,2023,35,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,152,91,243,Large,Blue,Steel,1 Year,Manufacturer C,3,0.85,4,8,False,70.05,GLS,Same Day,Basic,30 Days
2023-11-16,16,November,2023,34,Young Adults (25-34),M,France,Nord,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",2,420,769,498,840,1338,Large,Red,Plastic,1 Year,Manufacturer D,3,4.35,1,11,False,71.56,GLS,Express,Basic,7 Days
2023-08-29,29,August,2023,31,Young Adults (25-34),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-1000 Blue, 46",2,1482,2384,803,2964,3767,Large,Black,Plastic,3 Years,Manufacturer D,1,3.65,7,8,False,15.86,UPS,Next Day,Basic,No Return
2023-04-14,14,April,2023,32,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,16,24,40,Small,Green,Aluminum,2 Years,Manufacturer B,5,5.11,9,4,False,39.44,DHL,Same Day,Premium,No Return
2023-03-03,3,March,2023,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,14,13,35,303,182,485,Extra Large,White,Aluminum,2 Years,Manufacturer A,2,1.92,8,23,True,11.96,Posti,Express,,30 Days
2023-07-01,1,July,2023,50,Adults (35-64),F,France,Seine (Paris),Clothing,Vests,"Classic Vest, L",14,24,64,399,336,735,Small,White,Steel,2 Years,Manufacturer B,3,14.22,6,19,True,52.23,DHL,Next Day,,30 Days
2023-01-24,24,January,2023,33,Young Adults (25-34),M,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,246,308,554,Medium,White,Carbon Fiber,2 Years,Manufacturer D,1,13.7,5,0,True,80.72,FedEx,Standard,,No Return
2023-06-14,14,June,2023,28,Young Adults (25-34),M,France,Moselle,Clothing,Caps,AWC Logo Cap,5,7,9,5,35,40,Extra Large,White,Aluminum,1 Year,Manufacturer D,3,3.59,9,20,False,19.88,DHL,Express,Premium,60 Days
2023-11-13,13,November,2023,27,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997,Small,Red,Steel,Lifetime,Manufacturer D,3,9.7,7,5,False,20.74,FedEx,Standard,,7 Days
